chin_angle_1,chin_angle_2,cheek_bone_angle,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,face_shape
0.81,0.78,0.57,0.7,0.51,0.47,0.83,0.93,0.88,0.92,0.97,0.95,0.61,0.97,0.96,0.93,0.97,0.93,0.75,0.81,0.33,Heart_face_shape
0.81,0.77,0.72,0.8,0.5,0.51,0.88,0.96,0.94,0.98,0.96,0.88,0.6,0.97,0.97,0.94,0.97,0.92,0.81,0.86,0.26,Heart_face_shape
0.81,0.75,0.76,0.75,0.56,0.56,0.83,0.84,0.79,0.91,0.96,0.87,0.66,0.94,0.94,0.94,0.95,0.92,0.83,0.88,0.32,Heart_face_shape
0.79,0.76,0.77,0.82,0.52,0.55,0.85,0.93,0.89,0.94,0.97,0.83,0.62,0.97,0.97,0.95,0.98,0.92,0.82,0.93,0.3,Heart_face_shape
0.79,0.76,0.67,0.79,0.58,0.57,0.88,0.81,0.82,0.95,0.94,0.87,0.67,0.94,0.92,0.89,0.94,0.89,0.75,0.85,0.41,Heart_face_shape
0.74,0.66,0.74,0.85,0.62,0.67,0.86,0.72,0.75,0.95,0.95,0.8,0.73,0.92,0.89,0.87,0.91,0.89,0.77,0.77,0.5,Heart_face_shape
0.91,0.9,0.75,0.78,0.54,0.54,0.86,0.88,0.85,0.94,0.95,0.88,0.64,0.96,0.95,0.92,0.96,0.95,0.84,0.87,0.31,Heart_face_shape
0.72,0.66,0.61,0.8,0.53,0.54,0.88,0.91,0.89,0.96,0.94,0.87,0.63,0.97,0.96,0.92,0.97,0.88,0.73,0.83,0.36,Heart_face_shape
0.85,0.83,0.64,0.76,0.59,0.56,0.89,0.8,0.81,0.95,0.93,0.91,0.68,0.93,0.91,0.88,0.93,0.91,0.8,0.81,0.4,Heart_face_shape
0.78,0.74,0.74,0.83,0.55,0.6,0.84,0.84,0.82,0.94,0.97,0.81,0.66,0.96,0.93,0.91,0.95,0.9,0.86,0.86,0.37,Heart_face_shape
0.74,0.67,0.73,0.76,0.55,0.54,0.85,0.9,0.83,0.91,0.93,0.86,0.63,0.97,0.96,0.96,0.98,0.88,0.81,0.86,0.32,Heart_face_shape
0.79,0.73,0.65,0.8,0.54,0.52,0.92,0.93,0.92,0.97,0.92,0.88,0.61,0.97,0.97,0.94,0.98,0.9,0.73,0.8,0.33,Heart_face_shape
0.72,0.68,0.72,0.79,0.54,0.56,0.86,0.88,0.85,0.94,0.95,0.85,0.64,0.96,0.95,0.93,0.97,0.91,0.87,0.85,0.35,Heart_face_shape
0.77,0.71,0.71,0.82,0.7,0.71,0.89,0.68,0.68,0.9,0.89,0.8,0.77,0.9,0.89,0.89,0.9,0.88,0.71,0.81,0.6,Heart_face_shape
0.71,0.66,0.58,0.7,0.61,0.54,0.88,0.81,0.76,0.9,0.9,0.92,0.68,0.95,0.92,0.92,0.94,0.86,0.72,0.87,0.44,Heart_face_shape
0.78,0.72,0.7,0.81,0.53,0.54,0.88,0.91,0.89,0.96,0.94,0.85,0.62,0.97,0.97,0.94,0.97,0.89,0.76,0.86,0.33,Heart_face_shape
0.79,0.75,0.67,0.78,0.52,0.52,0.86,0.91,0.89,0.95,0.96,0.88,0.62,0.97,0.96,0.93,0.97,0.94,0.85,0.84,0.33,Heart_face_shape
0.71,0.63,0.65,0.72,0.6,0.57,0.84,0.78,0.75,0.9,0.94,0.9,0.7,0.93,0.91,0.9,0.93,0.89,0.87,0.82,0.39,Heart_face_shape
0.76,0.74,0.65,0.78,0.57,0.58,0.84,0.83,0.79,0.93,0.96,0.86,0.67,0.96,0.93,0.87,0.95,0.93,0.76,0.88,0.42,Heart_face_shape
0.82,0.81,0.65,0.74,0.51,0.49,0.86,0.93,0.9,0.95,0.97,0.93,0.61,0.97,0.95,0.91,0.97,0.96,0.82,0.86,0.29,Heart_face_shape
0.77,0.71,0.65,0.78,0.54,0.52,0.88,0.88,0.88,0.95,0.94,0.89,0.63,0.96,0.94,0.94,0.96,0.9,0.78,0.85,0.31,Heart_face_shape
0.74,0.68,0.67,0.74,0.59,0.56,0.85,0.83,0.78,0.9,0.92,0.89,0.67,0.96,0.93,0.91,0.95,0.9,0.83,0.8,0.39,Heart_face_shape
0.8,0.76,0.71,0.79,0.62,0.66,0.83,0.74,0.71,0.9,0.95,0.82,0.73,0.93,0.9,0.87,0.92,0.9,0.78,0.85,0.53,Heart_face_shape
0.73,0.69,0.63,0.74,0.59,0.57,0.84,0.83,0.78,0.91,0.94,0.88,0.68,0.95,0.93,0.89,0.95,0.9,0.78,0.85,0.44,Heart_face_shape
0.75,0.71,0.78,0.84,0.56,0.62,0.84,0.83,0.81,0.93,0.97,0.8,0.67,0.96,0.93,0.91,0.95,0.92,0.85,0.87,0.39,Heart_face_shape
0.83,0.8,0.73,0.8,0.57,0.58,0.88,0.84,0.82,0.93,0.93,0.84,0.66,0.96,0.94,0.93,0.96,0.92,0.88,0.82,0.38,Heart_face_shape
0.75,0.67,0.72,0.87,0.6,0.65,0.88,0.81,0.79,0.94,0.93,0.78,0.69,0.95,0.94,0.9,0.95,0.87,0.78,0.8,0.47,Heart_face_shape
0.73,0.66,0.67,0.84,0.58,0.58,0.93,0.86,0.86,0.97,0.92,0.84,0.65,0.95,0.94,0.93,0.96,0.87,0.75,0.86,0.38,Heart_face_shape
0.77,0.73,0.6,0.74,0.65,0.62,0.87,0.74,0.71,0.9,0.9,0.87,0.73,0.92,0.91,0.87,0.92,0.89,0.73,0.83,0.55,Heart_face_shape
0.77,0.71,0.68,0.77,0.61,0.61,0.84,0.77,0.75,0.91,0.94,0.85,0.71,0.93,0.91,0.9,0.93,0.89,0.72,0.8,0.48,Heart_face_shape
0.72,0.66,0.69,0.81,0.57,0.6,0.86,0.8,0.81,0.95,0.96,0.84,0.68,0.94,0.92,0.9,0.93,0.87,0.8,0.84,0.41,Heart_face_shape
0.79,0.75,0.72,0.84,0.55,0.59,0.88,0.83,0.85,0.98,0.97,0.84,0.67,0.94,0.92,0.88,0.93,0.9,0.77,0.83,0.38,Heart_face_shape
0.9,0.87,0.76,0.85,0.54,0.59,0.87,0.84,0.86,0.97,0.98,0.83,0.66,0.95,0.93,0.91,0.94,0.96,0.82,0.86,0.38,Heart_face_shape
0.68,0.63,0.63,0.84,0.55,0.59,0.87,0.83,0.85,0.97,0.97,0.83,0.67,0.94,0.92,0.89,0.94,0.93,0.74,0.82,0.43,Heart_face_shape
0.75,0.7,0.66,0.81,0.53,0.56,0.86,0.83,0.86,0.98,0.99,0.87,0.65,0.94,0.91,0.9,0.93,0.95,0.76,0.88,0.35,Heart_face_shape
0.8,0.75,0.68,0.82,0.66,0.69,0.88,0.7,0.71,0.93,0.93,0.82,0.76,0.9,0.88,0.84,0.9,0.85,0.71,0.75,0.58,Heart_face_shape
0.76,0.74,0.74,0.77,0.57,0.56,0.86,0.86,0.81,0.92,0.94,0.87,0.66,0.95,0.95,0.94,0.96,0.92,0.72,0.86,0.39,Heart_face_shape
0.76,0.69,0.7,0.74,0.54,0.53,0.84,0.87,0.83,0.92,0.96,0.9,0.64,0.95,0.94,0.94,0.96,0.92,0.88,0.85,0.29,Heart_face_shape
0.91,0.92,0.71,0.77,0.6,0.62,0.82,0.74,0.74,0.91,0.97,0.85,0.72,0.92,0.9,0.86,0.91,1.0,0.87,0.8,0.5,Heart_face_shape
0.86,0.82,0.69,0.74,0.66,0.61,0.88,0.74,0.72,0.9,0.89,0.88,0.73,0.92,0.92,0.9,0.91,0.88,0.73,0.76,0.51,Heart_face_shape
0.84,0.81,0.72,0.81,0.71,0.73,0.88,0.65,0.67,0.91,0.9,0.8,0.79,0.89,0.87,0.86,0.89,0.86,0.65,0.89,0.66,Heart_face_shape
0.76,0.71,0.71,0.81,0.54,0.55,0.88,0.87,0.88,0.96,0.95,0.86,0.64,0.95,0.95,0.92,0.96,0.89,0.81,0.85,0.34,Heart_face_shape
0.81,0.79,0.73,0.79,0.57,0.58,0.88,0.86,0.82,0.93,0.93,0.85,0.66,0.96,0.94,0.92,0.96,0.93,0.89,0.81,0.37,Heart_face_shape
0.78,0.74,0.75,0.79,0.59,0.6,0.87,0.81,0.78,0.92,0.92,0.84,0.68,0.94,0.95,0.92,0.95,0.88,0.86,0.89,0.41,Heart_face_shape
0.75,0.72,0.73,0.78,0.62,0.62,0.87,0.77,0.75,0.92,0.92,0.85,0.71,0.93,0.92,0.9,0.93,0.88,0.78,0.9,0.46,Heart_face_shape
0.87,0.82,0.66,0.77,0.63,0.6,0.89,0.77,0.75,0.92,0.9,0.86,0.7,0.93,0.92,0.92,0.93,0.88,0.7,0.82,0.5,Heart_face_shape
0.75,0.68,0.62,0.78,0.59,0.59,0.85,0.8,0.78,0.92,0.95,0.86,0.69,0.94,0.93,0.89,0.94,0.89,0.75,0.77,0.49,Heart_face_shape
0.81,0.76,0.75,0.81,0.55,0.55,0.89,0.87,0.88,0.96,0.94,0.86,0.64,0.96,0.95,0.94,0.96,0.9,0.82,0.87,0.33,Heart_face_shape
0.79,0.77,0.72,0.8,0.53,0.56,0.83,0.87,0.85,0.93,0.98,0.85,0.64,0.97,0.94,0.9,0.96,0.93,0.82,0.88,0.35,Heart_face_shape
0.68,0.63,0.61,0.75,0.63,0.61,0.86,0.77,0.74,0.9,0.92,0.86,0.71,0.93,0.93,0.89,0.94,0.85,0.68,0.86,0.52,Heart_face_shape
0.8,0.75,0.76,0.84,0.58,0.6,0.89,0.87,0.82,0.93,0.91,0.8,0.66,0.97,0.96,0.94,0.97,0.82,0.75,0.91,0.4,Heart_face_shape
0.75,0.69,0.74,0.75,0.65,0.65,0.84,0.72,0.69,0.88,0.91,0.85,0.74,0.91,0.91,0.91,0.92,0.9,0.77,0.87,0.52,Heart_face_shape
0.8,0.77,0.68,0.75,0.61,0.56,0.91,0.83,0.79,0.92,0.89,0.89,0.67,0.94,0.94,0.92,0.96,0.85,0.74,0.89,0.43,Heart_face_shape
0.78,0.75,0.64,0.72,0.58,0.51,0.9,0.87,0.83,0.93,0.89,0.93,0.64,0.94,0.96,0.96,0.96,0.86,0.7,0.89,0.38,Heart_face_shape
0.81,0.78,0.71,0.75,0.69,0.67,0.85,0.68,0.67,0.88,0.9,0.85,0.77,0.9,0.87,0.88,0.9,0.88,0.8,0.84,0.57,Heart_face_shape
0.79,0.73,0.81,0.79,0.61,0.64,0.84,0.77,0.74,0.91,0.94,0.82,0.71,0.93,0.92,0.91,0.93,0.88,0.9,0.83,0.41,Heart_face_shape
0.82,0.74,0.79,0.89,0.73,0.83,0.87,0.62,0.64,0.91,0.91,0.73,0.82,0.89,0.86,0.86,0.87,0.86,0.75,0.81,0.69,Heart_face_shape
0.68,0.62,0.75,0.82,0.54,0.56,0.87,0.87,0.88,0.96,0.96,0.85,0.64,0.96,0.93,0.92,0.95,0.91,0.79,0.9,0.31,Heart_face_shape
0.76,0.72,0.68,0.82,0.61,0.64,0.86,0.78,0.75,0.92,0.93,0.81,0.71,0.93,0.92,0.9,0.94,0.87,0.75,0.89,0.5,Heart_face_shape
0.73,0.68,0.66,0.78,0.59,0.6,0.86,0.78,0.78,0.93,0.95,0.86,0.7,0.94,0.91,0.88,0.93,0.91,0.69,0.82,0.47,Heart_face_shape
0.79,0.75,0.7,0.75,0.59,0.58,0.84,0.8,0.78,0.91,0.94,0.88,0.69,0.93,0.92,0.92,0.94,0.9,0.73,0.84,0.43,Heart_face_shape
0.73,0.67,0.65,0.74,0.57,0.53,0.89,0.88,0.85,0.93,0.91,0.9,0.64,0.95,0.96,0.95,0.97,0.87,0.66,0.89,0.37,Heart_face_shape
0.76,0.7,0.69,0.86,0.57,0.61,0.89,0.8,0.85,0.99,0.97,0.83,0.68,0.93,0.9,0.89,0.93,0.91,0.65,0.8,0.43,Heart_face_shape
0.76,0.71,0.63,0.73,0.57,0.53,0.87,0.87,0.82,0.91,0.91,0.9,0.65,0.96,0.95,0.95,0.96,0.86,0.69,0.97,0.39,Heart_face_shape
0.71,0.63,0.63,0.79,0.62,0.61,0.89,0.83,0.78,0.92,0.9,0.84,0.69,0.94,0.95,0.91,0.96,0.86,0.62,0.77,0.49,Heart_face_shape
0.72,0.67,0.69,0.78,0.57,0.59,0.83,0.83,0.78,0.91,0.96,0.84,0.68,0.96,0.93,0.9,0.95,0.91,0.83,0.87,0.4,Heart_face_shape
0.91,0.89,0.74,0.77,0.55,0.55,0.85,0.86,0.83,0.93,0.96,0.87,0.65,0.96,0.94,0.91,0.95,0.94,0.84,0.84,0.34,Heart_face_shape
0.74,0.7,0.75,0.78,0.55,0.53,0.89,0.91,0.88,0.94,0.92,0.87,0.63,0.96,0.97,0.97,0.97,0.88,0.85,0.91,0.3,Heart_face_shape
0.87,0.89,0.72,0.8,0.62,0.65,0.84,0.74,0.72,0.91,0.94,0.83,0.73,0.92,0.9,0.85,0.92,0.97,0.81,0.85,0.55,Heart_face_shape
0.76,0.71,0.7,0.81,0.56,0.58,0.86,0.86,0.82,0.93,0.94,0.83,0.66,0.96,0.95,0.92,0.96,0.86,0.88,0.85,0.37,Heart_face_shape
0.76,0.71,0.71,0.81,0.53,0.55,0.87,0.88,0.88,0.96,0.96,0.85,0.64,0.96,0.94,0.93,0.96,0.92,0.75,0.83,0.34,Heart_face_shape
0.79,0.66,0.84,0.72,0.66,0.54,0.98,0.65,0.79,0.99,0.88,1.0,0.73,0.85,0.88,0.98,0.81,0.74,0.84,0.77,0.43,Heart_face_shape
0.89,0.88,0.74,0.79,0.55,0.55,0.88,0.9,0.85,0.93,0.93,0.86,0.64,0.97,0.96,0.93,0.97,0.92,0.73,0.86,0.36,Heart_face_shape
0.68,0.63,0.61,0.76,0.63,0.61,0.86,0.77,0.74,0.9,0.91,0.86,0.71,0.93,0.93,0.88,0.93,0.85,0.68,0.88,0.52,Heart_face_shape
0.82,0.77,0.73,0.72,0.59,0.57,0.83,0.8,0.75,0.88,0.94,0.89,0.69,0.93,0.93,0.94,0.94,0.91,0.9,0.87,0.41,Heart_face_shape
0.87,0.84,0.63,0.73,0.59,0.54,0.88,0.81,0.79,0.93,0.91,0.92,0.68,0.94,0.93,0.89,0.94,0.92,0.79,0.81,0.43,Heart_face_shape
0.73,0.68,0.77,0.85,0.65,0.72,0.86,0.72,0.71,0.91,0.92,0.77,0.74,0.93,0.91,0.87,0.93,0.83,0.82,0.89,0.53,Heart_face_shape
0.8,0.76,0.77,0.87,0.64,0.67,0.91,0.75,0.76,0.95,0.91,0.79,0.72,0.93,0.91,0.9,0.93,0.86,0.82,0.85,0.48,Heart_face_shape
0.77,0.74,0.65,0.8,0.67,0.67,0.88,0.72,0.71,0.9,0.9,0.82,0.74,0.94,0.9,0.85,0.93,0.84,0.76,0.87,0.55,Heart_face_shape
0.8,0.73,0.76,0.82,0.56,0.6,0.84,0.86,0.81,0.93,0.95,0.81,0.66,0.96,0.94,0.93,0.96,0.89,0.95,0.89,0.32,Oblong_face_shape
0.9,0.89,0.69,0.71,0.63,0.58,0.84,0.74,0.72,0.9,0.93,0.92,0.72,0.92,0.9,0.86,0.91,0.93,0.8,0.9,0.47,Oblong_face_shape
0.86,0.81,0.69,0.72,0.56,0.55,0.82,0.86,0.78,0.89,0.94,0.89,0.66,0.96,0.95,0.92,0.96,0.91,0.89,0.89,0.34,Oblong_face_shape
0.76,0.74,0.69,0.77,0.64,0.61,0.9,0.75,0.75,0.93,0.9,0.87,0.71,0.91,0.92,0.92,0.92,0.85,0.76,0.92,0.48,Oblong_face_shape
0.73,0.63,0.7,0.8,0.61,0.63,0.85,0.78,0.75,0.91,0.93,0.82,0.71,0.95,0.92,0.9,0.94,0.85,0.9,0.87,0.43,Oblong_face_shape
0.75,0.69,0.75,0.74,0.58,0.57,0.84,0.86,0.78,0.89,0.92,0.87,0.66,0.95,0.95,0.95,0.96,0.86,0.86,0.88,0.35,Oblong_face_shape
0.65,0.56,0.67,0.79,0.56,0.55,0.9,0.86,0.85,0.96,0.93,0.88,0.65,0.95,0.93,0.92,0.95,0.87,0.78,0.87,0.32,Oblong_face_shape
0.75,0.68,0.8,0.8,0.57,0.57,0.89,0.84,0.83,0.95,0.93,0.85,0.66,0.94,0.94,0.94,0.95,0.9,0.87,0.86,0.3,Oblong_face_shape
0.83,0.77,0.77,0.74,0.62,0.62,0.83,0.77,0.71,0.87,0.92,0.85,0.71,0.94,0.92,0.91,0.94,0.88,0.96,0.89,0.39,Oblong_face_shape
0.59,0.46,0.54,0.74,0.54,0.54,0.83,0.86,0.82,0.92,0.97,0.89,0.65,0.95,0.93,0.94,0.95,0.89,0.93,0.9,0.34,Oblong_face_shape
0.96,0.93,0.64,0.67,0.65,0.58,0.83,0.71,0.68,0.87,0.92,0.94,0.74,0.89,0.89,0.89,0.9,0.94,0.84,0.84,0.53,Oblong_face_shape
0.87,0.81,0.75,0.77,0.55,0.57,0.83,0.87,0.81,0.91,0.95,0.85,0.65,0.97,0.94,0.92,0.97,0.92,0.96,0.86,0.31,Oblong_face_shape
0.83,0.76,0.68,0.73,0.59,0.56,0.84,0.81,0.76,0.9,0.93,0.89,0.68,0.95,0.92,0.91,0.94,0.89,0.86,0.84,0.36,Oblong_face_shape
0.93,0.87,0.74,0.75,0.61,0.62,0.83,0.75,0.72,0.9,0.94,0.86,0.71,0.93,0.91,0.91,0.92,0.9,0.9,0.84,0.44,Oblong_face_shape
0.79,0.67,0.9,0.93,0.61,0.72,0.86,0.81,0.76,0.92,0.92,0.71,0.7,0.94,0.95,0.96,0.96,0.83,0.75,0.83,0.46,Oblong_face_shape
0.88,0.85,0.68,0.67,0.57,0.53,0.8,0.87,0.76,0.86,0.93,0.92,0.65,0.97,0.96,0.92,0.98,0.92,0.82,0.92,0.34,Oblong_face_shape
0.9,0.84,0.65,0.72,0.78,0.76,0.82,0.59,0.56,0.83,0.88,0.83,0.86,0.87,0.84,0.81,0.88,0.85,0.79,0.76,0.72,Oblong_face_shape
0.78,0.7,0.79,0.81,0.76,0.84,0.82,0.61,0.57,0.84,0.89,0.74,0.85,0.9,0.86,0.85,0.88,0.82,0.9,0.81,0.68,Oblong_face_shape
0.84,0.77,0.87,0.84,0.56,0.59,0.89,0.9,0.86,0.94,0.91,0.81,0.64,0.95,0.98,1.0,0.97,0.86,0.81,0.92,0.33,Oblong_face_shape
0.74,0.6,0.7,0.82,0.74,0.79,0.85,0.62,0.61,0.87,0.9,0.77,0.82,0.88,0.86,0.88,0.88,0.81,0.89,0.8,0.68,Oblong_face_shape
0.87,0.83,0.79,0.74,0.54,0.52,0.84,0.91,0.85,0.9,0.93,0.89,0.62,0.98,0.97,0.97,0.98,0.89,0.93,1.0,0.27,Oblong_face_shape
0.74,0.69,0.63,0.73,0.6,0.56,0.86,0.78,0.78,0.92,0.93,0.91,0.69,0.93,0.91,0.9,0.93,0.9,0.76,0.85,0.42,Oblong_face_shape
0.76,0.7,0.63,0.74,0.6,0.58,0.86,0.8,0.76,0.92,0.93,0.89,0.69,0.94,0.91,0.88,0.94,0.86,0.77,0.87,0.44,Oblong_face_shape
0.7,0.62,0.57,0.73,0.59,0.57,0.83,0.77,0.75,0.91,0.95,0.9,0.7,0.92,0.91,0.89,0.92,0.88,0.79,0.83,0.47,Oblong_face_shape
0.71,0.66,0.68,0.78,0.66,0.63,0.89,0.74,0.72,0.91,0.89,0.85,0.73,0.92,0.91,0.88,0.93,0.84,0.85,0.89,0.46,Oblong_face_shape
0.91,0.88,0.65,0.73,0.59,0.56,0.86,0.78,0.78,0.92,0.94,0.91,0.69,0.92,0.91,0.9,0.93,0.92,0.88,0.9,0.42,Oblong_face_shape
0.82,0.75,0.68,0.72,0.65,0.62,0.84,0.72,0.69,0.87,0.91,0.88,0.74,0.92,0.89,0.9,0.91,0.84,0.88,0.82,0.47,Oblong_face_shape
0.87,0.85,0.64,0.67,0.59,0.51,0.86,0.8,0.78,0.91,0.93,0.98,0.68,0.93,0.9,0.88,0.92,0.95,0.79,0.85,0.35,Oblong_face_shape
0.53,0.41,0.66,0.89,0.56,0.61,0.91,0.86,0.86,0.98,0.94,0.8,0.65,0.95,0.94,0.93,0.96,0.81,0.81,0.91,0.33,Oblong_face_shape
0.69,0.56,0.67,0.79,0.65,0.66,0.86,0.74,0.71,0.89,0.9,0.82,0.74,0.92,0.91,0.93,0.92,0.86,0.81,0.81,0.54,Oblong_face_shape
0.8,0.72,0.68,0.78,0.61,0.61,0.86,0.77,0.76,0.92,0.93,0.85,0.7,0.92,0.91,0.92,0.93,0.89,0.88,0.87,0.45,Oblong_face_shape
0.81,0.77,0.73,0.77,0.65,0.66,0.84,0.71,0.69,0.89,0.92,0.84,0.75,0.92,0.9,0.86,0.92,0.87,0.89,0.86,0.49,Oblong_face_shape
0.72,0.62,0.79,0.81,0.55,0.57,0.86,0.84,0.85,0.96,0.97,0.85,0.65,0.94,0.92,0.94,0.94,0.9,0.84,0.87,0.29,Oblong_face_shape
0.75,0.65,0.83,0.87,0.52,0.59,0.84,0.91,0.88,0.95,0.98,0.79,0.63,0.97,0.96,0.98,0.97,0.9,0.91,0.93,0.29,Oblong_face_shape
0.86,0.84,0.65,0.71,0.55,0.51,0.85,0.86,0.83,0.92,0.94,0.94,0.65,0.95,0.94,0.93,0.95,0.94,0.84,0.86,0.34,Oblong_face_shape
0.96,0.9,0.87,0.86,0.55,0.62,0.84,0.86,0.83,0.94,0.97,0.79,0.65,0.96,0.94,0.96,0.95,0.99,0.88,0.93,0.35,Oblong_face_shape
0.9,0.85,0.77,0.81,0.59,0.6,0.88,0.78,0.79,0.95,0.95,0.85,0.69,0.92,0.92,0.92,0.92,0.92,1.0,0.88,0.4,Oblong_face_shape
0.82,0.75,0.77,0.85,0.59,0.61,0.92,0.84,0.83,0.96,0.91,0.81,0.67,0.95,0.95,0.93,0.96,0.85,0.72,0.83,0.41,Oblong_face_shape
0.82,0.78,0.72,0.78,0.52,0.53,0.84,0.88,0.86,0.94,0.98,0.88,0.63,0.96,0.94,0.91,0.96,0.94,0.86,0.9,0.28,Oblong_face_shape
0.76,0.68,0.65,0.75,0.64,0.64,0.83,0.72,0.69,0.89,0.93,0.85,0.74,0.91,0.9,0.9,0.92,0.87,0.82,0.82,0.53,Oblong_face_shape
0.83,0.77,0.67,0.74,0.65,0.63,0.84,0.72,0.69,0.88,0.91,0.87,0.74,0.93,0.9,0.87,0.92,0.89,0.7,0.77,0.52,Oblong_face_shape
0.83,0.79,0.66,0.7,0.56,0.51,0.85,0.86,0.82,0.92,0.94,0.95,0.65,0.94,0.94,0.95,0.94,0.9,0.9,0.89,0.32,Oblong_face_shape
0.81,0.73,0.8,0.81,0.55,0.6,0.81,0.86,0.79,0.91,0.98,0.81,0.66,0.95,0.95,0.96,0.96,0.92,0.97,0.92,0.35,Oblong_face_shape
0.93,0.88,0.71,0.73,0.75,0.72,0.84,0.62,0.6,0.85,0.88,0.85,0.82,0.88,0.86,0.85,0.88,0.87,0.88,0.73,0.63,Oblong_face_shape
0.69,0.6,0.55,0.74,0.59,0.57,0.86,0.78,0.78,0.93,0.94,0.9,0.69,0.93,0.91,0.91,0.93,0.87,0.82,0.87,0.44,Oblong_face_shape
0.79,0.74,0.72,0.79,0.59,0.61,0.85,0.75,0.78,0.94,0.96,0.86,0.71,0.91,0.9,0.9,0.91,0.9,0.84,0.91,0.41,Oblong_face_shape
0.86,0.84,0.72,0.69,0.65,0.59,0.84,0.74,0.69,0.88,0.91,0.91,0.73,0.92,0.9,0.89,0.92,0.92,0.89,0.84,0.45,Oblong_face_shape
0.83,0.79,0.75,0.72,0.64,0.62,0.83,0.75,0.69,0.86,0.91,0.86,0.72,0.93,0.92,0.91,0.93,0.86,0.9,0.91,0.44,Oblong_face_shape
0.74,0.67,0.62,0.76,0.61,0.58,0.89,0.77,0.78,0.94,0.92,0.9,0.7,0.92,0.9,0.89,0.92,0.91,0.78,0.84,0.44,Oblong_face_shape
0.7,0.6,0.58,0.78,0.71,0.71,0.86,0.64,0.65,0.89,0.91,0.83,0.8,0.88,0.85,0.86,0.88,0.89,0.73,0.78,0.65,Oblong_face_shape
0.85,0.75,0.71,0.74,0.79,0.79,0.83,0.58,0.56,0.83,0.88,0.81,0.86,0.87,0.85,0.84,0.86,0.85,0.83,0.8,0.72,Oblong_face_shape
