chin_angle_1,chin_angle_2,cheek_bone_angle,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,face_shape
0.8,0.74,0.85,0.87,0.51,0.58,0.84,0.96,0.89,0.93,0.97,0.77,0.61,0.99,0.99,0.97,1.0,0.88,0.8,0.87,0.3,Round_face_shape
0.84,0.8,0.86,0.95,0.48,0.57,0.89,1.0,0.99,0.99,0.97,0.76,0.59,1.0,0.98,0.96,1.0,0.91,0.77,0.9,0.28,Round_face_shape
0.75,0.67,0.87,0.95,0.52,0.62,0.88,0.93,0.9,0.97,0.97,0.74,0.62,0.98,0.98,0.97,0.99,0.87,0.8,0.93,0.33,Round_face_shape
0.79,0.72,0.93,1.0,0.5,0.64,0.86,0.94,0.93,0.98,1.0,0.71,0.62,0.98,0.98,0.96,0.98,0.92,0.83,0.91,0.31,Round_face_shape
0.8,0.74,0.78,0.88,0.6,0.67,0.88,0.78,0.79,0.94,0.94,0.77,0.7,0.93,0.93,0.91,0.94,0.86,0.69,0.86,0.49,Round_face_shape
0.9,0.9,0.71,0.76,0.59,0.59,0.86,0.83,0.78,0.91,0.92,0.86,0.68,0.96,0.94,0.9,0.96,0.89,0.81,0.87,0.43,Round_face_shape
0.91,0.93,0.81,0.85,0.54,0.58,0.89,0.93,0.88,0.95,0.93,0.81,0.63,0.99,0.97,0.92,0.99,0.91,0.75,0.88,0.36,Round_face_shape
0.86,0.87,0.75,0.79,0.53,0.55,0.84,0.88,0.85,0.94,0.98,0.86,0.64,0.97,0.95,0.91,0.97,0.93,0.83,0.92,0.31,Round_face_shape
0.86,0.83,0.75,0.82,0.59,0.57,0.93,0.87,0.85,0.96,0.9,0.84,0.65,0.95,0.96,0.94,0.96,0.86,0.8,0.88,0.37,Round_face_shape
0.91,0.89,0.8,0.79,0.68,0.68,0.86,0.74,0.68,0.88,0.89,0.8,0.74,0.94,0.92,0.88,0.94,0.87,0.89,0.79,0.52,Round_face_shape
0.79,0.71,0.87,0.95,0.62,0.74,0.88,0.78,0.76,0.93,0.92,0.71,0.71,0.94,0.93,0.92,0.95,0.83,0.77,0.77,0.48,Round_face_shape
0.87,0.86,0.86,0.85,0.59,0.65,0.86,0.81,0.78,0.91,0.93,0.77,0.69,0.96,0.94,0.94,0.95,0.92,0.82,0.92,0.44,Round_face_shape
0.83,0.73,0.76,0.84,0.68,0.73,0.86,0.7,0.68,0.91,0.91,0.77,0.76,0.9,0.9,0.89,0.91,0.83,0.81,0.81,0.59,Round_face_shape
0.82,0.8,0.79,0.85,0.66,0.73,0.85,0.75,0.69,0.89,0.91,0.75,0.74,0.95,0.92,0.88,0.95,0.82,0.78,0.87,0.54,Round_face_shape
0.8,0.74,0.86,0.89,0.61,0.69,0.88,0.8,0.78,0.93,0.92,0.75,0.7,0.94,0.94,0.95,0.95,0.84,0.71,0.92,0.47,Round_face_shape
0.94,0.96,0.92,0.87,0.59,0.67,0.84,0.83,0.78,0.91,0.94,0.75,0.68,0.96,0.95,0.93,0.96,0.93,0.86,0.88,0.45,Round_face_shape
0.86,0.83,0.65,0.75,0.7,0.66,0.89,0.71,0.68,0.88,0.87,0.85,0.76,0.92,0.91,0.86,0.92,0.84,0.68,0.81,0.61,Round_face_shape
0.85,0.87,0.78,0.82,0.52,0.53,0.88,0.96,0.92,0.96,0.95,0.85,0.61,0.99,0.98,0.92,0.99,0.92,0.75,0.92,0.32,Round_face_shape
0.8,0.75,0.81,0.89,0.55,0.62,0.86,0.88,0.85,0.94,0.95,0.77,0.65,0.97,0.97,0.94,0.97,0.87,0.87,0.82,0.38,Round_face_shape
0.8,0.77,0.77,0.82,0.56,0.6,0.86,0.88,0.82,0.92,0.93,0.81,0.65,0.97,0.97,0.94,0.98,0.88,0.72,0.92,0.41,Round_face_shape
0.78,0.74,0.74,0.83,0.53,0.54,0.89,0.91,0.9,0.97,0.96,0.85,0.62,0.97,0.95,0.93,0.97,0.92,0.74,0.89,0.31,Round_face_shape
0.9,0.88,0.74,0.78,0.52,0.5,0.89,0.94,0.93,0.96,0.95,0.89,0.6,0.97,0.97,0.94,0.98,0.95,0.89,0.85,0.27,Round_face_shape
0.86,0.84,0.78,0.84,0.53,0.53,0.92,0.93,0.94,0.99,0.94,0.85,0.61,0.97,0.96,0.92,0.97,0.94,0.85,0.85,0.29,Round_face_shape
0.74,0.65,0.83,0.92,0.53,0.61,0.88,0.93,0.9,0.96,0.95,0.76,0.62,0.99,0.97,0.95,0.99,0.87,0.84,0.86,0.31,Round_face_shape
0.81,0.74,0.81,0.89,0.69,0.77,0.89,0.71,0.69,0.9,0.89,0.73,0.76,0.92,0.92,0.89,0.93,0.82,0.77,0.77,0.61,Round_face_shape
0.85,0.81,0.71,0.78,0.61,0.61,0.87,0.78,0.76,0.92,0.92,0.85,0.7,0.93,0.93,0.9,0.93,0.89,0.77,0.87,0.47,Round_face_shape
0.96,0.94,0.67,0.71,0.7,0.63,0.88,0.71,0.68,0.88,0.88,0.89,0.76,0.91,0.91,0.86,0.91,0.89,0.77,0.78,0.57,Round_face_shape
0.76,0.66,0.74,0.84,0.57,0.6,0.89,0.87,0.83,0.94,0.92,0.81,0.65,0.95,0.96,0.95,0.97,0.87,0.81,0.84,0.38,Round_face_shape
0.83,0.78,0.8,0.85,0.51,0.56,0.86,0.96,0.9,0.94,0.96,0.8,0.61,0.99,0.98,0.97,1.0,0.88,0.75,0.91,0.3,Round_face_shape
0.92,0.89,0.76,0.8,0.68,0.67,0.9,0.72,0.71,0.91,0.88,0.82,0.74,0.92,0.92,0.89,0.93,0.85,0.8,0.81,0.54,Round_face_shape
0.79,0.74,0.81,0.91,0.56,0.64,0.88,0.87,0.85,0.95,0.95,0.76,0.66,0.97,0.95,0.93,0.97,0.87,0.85,0.82,0.4,Round_face_shape
0.88,0.86,0.81,0.82,0.56,0.58,0.86,0.88,0.83,0.93,0.93,0.82,0.65,0.96,0.98,0.94,0.97,0.94,0.79,0.82,0.38,Round_face_shape
0.83,0.8,0.75,0.79,0.59,0.6,0.86,0.86,0.78,0.9,0.92,0.83,0.67,0.96,0.96,0.91,0.98,0.87,0.78,0.8,0.44,Round_face_shape
0.85,0.8,0.79,0.83,0.61,0.66,0.85,0.78,0.75,0.91,0.93,0.79,0.71,0.94,0.93,0.9,0.94,0.9,0.86,0.83,0.47,Round_face_shape
0.74,0.71,0.74,0.82,0.54,0.54,0.9,0.91,0.9,0.97,0.94,0.85,0.63,0.98,0.95,0.92,0.97,0.86,0.82,0.86,0.32,Round_face_shape
0.83,0.79,0.95,0.97,0.72,0.88,0.88,0.68,0.65,0.89,0.88,0.66,0.79,0.93,0.9,0.89,0.93,0.83,0.81,0.82,0.64,Round_face_shape
0.87,0.83,0.75,0.84,0.56,0.56,0.92,0.88,0.89,0.98,0.92,0.84,0.64,0.97,0.95,0.92,0.96,0.9,0.67,0.81,0.38,Round_face_shape
0.9,0.85,0.9,0.88,0.55,0.62,0.88,0.9,0.85,0.94,0.93,0.77,0.64,0.98,0.97,0.95,0.98,0.87,0.85,0.83,0.36,Round_face_shape
0.78,0.76,0.64,0.75,0.54,0.52,0.87,0.94,0.86,0.92,0.92,0.89,0.62,0.99,0.97,0.93,0.99,0.9,0.85,0.89,0.33,Round_face_shape
0.86,0.83,0.78,0.79,0.73,0.75,0.86,0.67,0.62,0.86,0.87,0.78,0.79,0.91,0.91,0.87,0.91,0.88,0.81,0.82,0.65,Round_face_shape
0.83,0.78,0.85,0.79,0.71,0.73,0.84,0.71,0.64,0.85,0.87,0.78,0.77,0.92,0.92,0.92,0.93,0.86,0.63,0.84,0.61,Round_face_shape
0.92,0.87,0.99,0.98,0.8,0.93,0.94,0.62,0.62,0.91,0.85,0.67,0.84,0.87,0.89,0.86,0.89,0.83,0.61,0.75,0.77,Round_face_shape
0.91,0.89,0.92,0.91,0.71,0.8,0.89,0.7,0.68,0.91,0.89,0.71,0.77,0.9,0.92,0.89,0.92,0.85,0.69,0.84,0.63,Round_face_shape
0.93,0.93,0.79,0.79,0.71,0.68,0.91,0.71,0.69,0.91,0.87,0.82,0.76,0.9,0.91,0.88,0.92,0.86,0.65,0.81,0.62,Round_face_shape
0.84,0.84,0.8,0.8,0.77,0.77,0.89,0.67,0.62,0.86,0.85,0.78,0.81,0.9,0.9,0.87,0.91,0.81,0.6,0.82,0.69,Round_face_shape
0.8,0.73,0.93,0.98,0.7,0.83,0.91,0.7,0.69,0.93,0.89,0.69,0.77,0.91,0.91,0.88,0.92,0.86,0.67,0.8,0.6,Round_face_shape
0.86,0.83,0.83,0.85,0.68,0.7,0.91,0.74,0.72,0.92,0.88,0.78,0.74,0.91,0.93,0.9,0.93,0.85,0.66,0.78,0.56,Round_face_shape
0.87,0.84,0.82,0.86,0.65,0.68,0.91,0.74,0.75,0.94,0.9,0.79,0.73,0.91,0.92,0.91,0.92,0.85,0.71,0.82,0.55,Round_face_shape
0.85,0.83,0.85,0.86,0.61,0.61,0.95,0.84,0.85,0.97,0.89,0.81,0.67,0.94,0.97,0.93,0.95,0.85,0.68,0.9,0.44,Round_face_shape
0.83,0.77,0.84,0.84,0.55,0.56,0.91,0.88,0.89,0.97,0.93,0.83,0.63,0.96,0.96,0.95,0.96,0.89,0.73,0.85,0.32,Round_face_shape
0.9,0.89,0.75,0.78,0.71,0.68,0.9,0.72,0.68,0.89,0.86,0.82,0.75,0.93,0.91,0.89,0.93,0.83,0.55,0.81,0.59,Square_face_shape
0.9,0.84,0.79,0.78,0.71,0.69,0.89,0.72,0.67,0.87,0.85,0.81,0.76,0.92,0.92,0.92,0.93,0.85,0.62,0.78,0.57,Square_face_shape
0.8,0.74,0.74,0.86,0.69,0.73,0.91,0.72,0.71,0.91,0.87,0.76,0.75,0.92,0.92,0.9,0.93,0.79,0.6,0.82,0.6,Square_face_shape
0.79,0.75,0.67,0.79,0.5,0.47,0.93,0.99,1.0,1.0,0.94,0.92,0.58,0.97,0.97,0.95,0.98,0.9,0.69,0.84,0.26,Square_face_shape
0.85,0.81,0.84,0.86,0.55,0.56,0.93,0.91,0.9,0.98,0.92,0.82,0.62,0.96,0.98,0.95,0.98,0.88,0.7,0.83,0.32,Square_face_shape
0.84,0.77,0.8,0.78,0.66,0.62,0.93,0.83,0.75,0.89,0.84,0.83,0.69,0.94,0.97,0.96,0.97,0.79,0.57,0.87,0.48,Square_face_shape
0.84,0.8,0.81,0.79,0.72,0.71,0.89,0.74,0.67,0.86,0.84,0.79,0.75,0.92,0.95,0.94,0.95,0.82,0.5,0.88,0.61,Square_face_shape
0.98,0.97,0.86,0.85,0.52,0.54,0.89,0.96,0.93,0.96,0.95,0.82,0.6,0.98,0.99,0.96,0.99,0.94,0.75,0.8,0.31,Square_face_shape
0.91,0.86,0.73,0.78,0.49,0.49,0.86,1.0,0.94,0.94,0.95,0.88,0.58,0.99,1.0,0.97,1.0,0.94,0.83,0.83,0.28,Square_face_shape
0.87,0.8,0.76,0.82,0.53,0.58,0.83,0.9,0.83,0.92,0.97,0.81,0.64,0.97,0.96,0.96,0.97,0.92,0.81,0.87,0.35,Square_face_shape
0.89,0.84,0.77,0.81,0.53,0.52,0.91,0.96,0.92,0.96,0.92,0.86,0.61,0.97,0.99,0.97,0.98,0.91,0.76,0.86,0.3,Square_face_shape
0.95,0.91,0.89,0.96,0.59,0.71,0.88,0.8,0.81,0.96,0.95,0.72,0.69,0.95,0.94,0.92,0.94,0.91,0.79,0.85,0.49,Square_face_shape
0.95,0.92,0.89,0.84,0.53,0.58,0.86,0.91,0.86,0.94,0.95,0.8,0.63,0.97,0.97,0.95,0.98,0.91,0.76,0.84,0.35,Square_face_shape
0.82,0.76,0.67,0.8,0.52,0.52,0.88,0.93,0.92,0.97,0.96,0.87,0.61,0.95,0.97,0.95,0.97,0.93,0.88,0.83,0.33,Square_face_shape
0.91,0.88,0.75,0.77,0.58,0.58,0.84,0.81,0.78,0.91,0.95,0.86,0.68,0.94,0.95,0.92,0.94,0.95,0.77,0.82,0.45,Square_face_shape
0.89,0.84,0.82,0.85,0.58,0.64,0.85,0.83,0.79,0.92,0.94,0.79,0.68,0.95,0.95,0.93,0.95,0.9,0.84,0.84,0.42,Square_face_shape
0.76,0.7,0.76,0.85,0.59,0.63,0.88,0.81,0.79,0.94,0.94,0.79,0.68,0.94,0.93,0.93,0.95,0.88,0.77,0.82,0.43,Square_face_shape
0.92,0.9,0.74,0.79,0.59,0.6,0.85,0.83,0.78,0.91,0.93,0.84,0.68,0.95,0.95,0.91,0.95,0.92,0.87,0.76,0.45,Square_face_shape
0.78,0.71,0.67,0.81,0.52,0.54,0.87,0.93,0.9,0.95,0.96,0.85,0.62,0.97,0.97,0.94,0.98,0.9,0.88,0.83,0.33,Square_face_shape
0.85,0.8,0.69,0.78,0.56,0.56,0.86,0.86,0.82,0.93,0.94,0.86,0.65,0.95,0.95,0.94,0.96,0.91,0.9,0.91,0.38,Square_face_shape
0.9,0.82,0.72,0.79,0.49,0.5,0.86,0.97,0.94,0.96,0.97,0.88,0.59,0.97,0.98,1.0,0.97,0.95,0.81,0.87,0.27,Square_face_shape
0.92,0.87,0.77,0.84,0.65,0.71,0.86,0.71,0.71,0.91,0.93,0.78,0.74,0.91,0.91,0.91,0.91,0.88,0.69,0.82,0.59,Square_face_shape
0.86,0.81,0.79,0.84,0.53,0.55,0.89,0.94,0.89,0.95,0.93,0.82,0.62,0.96,0.99,0.98,0.98,0.88,0.8,0.9,0.34,Square_face_shape
0.87,0.83,0.85,0.83,0.7,0.77,0.84,0.68,0.64,0.87,0.9,0.75,0.78,0.91,0.9,0.91,0.91,0.87,0.8,0.81,0.63,Square_face_shape
0.89,0.81,0.89,0.97,0.57,0.67,0.93,0.86,0.86,0.98,0.92,0.73,0.66,0.95,0.97,0.94,0.97,0.89,0.73,0.82,0.43,Square_face_shape
1.0,0.98,0.86,0.88,0.61,0.67,0.89,0.78,0.78,0.93,0.92,0.77,0.7,0.94,0.95,0.94,0.94,0.93,0.7,0.77,0.5,Square_face_shape
0.86,0.81,0.73,0.82,0.53,0.54,0.89,0.91,0.9,0.97,0.95,0.85,0.62,0.96,0.97,0.95,0.96,0.92,0.94,0.79,0.32,Square_face_shape
0.84,0.79,0.82,0.85,0.55,0.6,0.88,0.86,0.85,0.96,0.96,0.81,0.65,0.95,0.94,0.94,0.95,0.91,0.84,0.8,0.35,Square_face_shape
0.85,0.79,0.78,0.79,0.51,0.52,0.87,0.97,0.92,0.94,0.94,0.86,0.6,0.97,1.0,0.98,0.99,0.93,0.82,0.9,0.27,Square_face_shape
0.79,0.71,0.79,0.85,0.6,0.67,0.84,0.8,0.75,0.91,0.94,0.78,0.7,0.93,0.94,0.92,0.95,0.89,0.9,0.87,0.47,Square_face_shape
0.84,0.79,0.68,0.77,0.54,0.52,0.89,0.9,0.89,0.96,0.94,0.9,0.63,0.95,0.95,0.94,0.96,0.91,0.72,0.84,0.33,Square_face_shape
0.84,0.79,0.68,0.75,0.62,0.58,0.89,0.8,0.76,0.91,0.9,0.88,0.7,0.93,0.93,0.92,0.94,0.86,0.69,0.86,0.48,Square_face_shape
0.91,0.87,0.71,0.74,0.59,0.57,0.84,0.81,0.76,0.9,0.93,0.88,0.68,0.93,0.94,0.93,0.94,0.96,0.92,0.87,0.42,Square_face_shape
0.89,0.85,0.69,0.79,0.56,0.52,0.93,0.88,0.89,0.97,0.91,0.89,0.63,0.94,0.97,0.94,0.96,0.93,0.67,0.82,0.38,Square_face_shape
0.8,0.73,0.65,0.73,0.58,0.54,0.87,0.86,0.81,0.9,0.91,0.89,0.66,0.96,0.95,0.95,0.96,0.87,0.68,0.83,0.39,Square_face_shape
0.86,0.78,0.68,0.79,0.63,0.65,0.84,0.74,0.72,0.9,0.93,0.83,0.73,0.91,0.91,0.92,0.92,0.89,0.8,0.82,0.52,Square_face_shape
0.88,0.83,0.92,0.91,0.59,0.71,0.84,0.81,0.76,0.92,0.96,0.72,0.69,0.95,0.94,0.94,0.96,0.91,0.88,0.85,0.42,Square_face_shape
0.8,0.73,0.75,0.79,0.55,0.54,0.89,0.93,0.88,0.94,0.92,0.85,0.62,0.96,0.99,0.98,0.98,0.88,0.72,0.84,0.33,Square_face_shape
0.79,0.73,0.67,0.72,0.57,0.53,0.86,0.88,0.81,0.9,0.92,0.9,0.64,0.95,0.97,0.97,0.97,0.88,0.82,0.92,0.37,Square_face_shape
0.88,0.81,0.93,0.93,0.55,0.63,0.9,0.91,0.88,0.96,0.93,0.75,0.63,0.96,0.99,0.98,0.98,0.88,0.85,0.86,0.33,Square_face_shape
0.89,0.82,0.74,0.79,0.61,0.62,0.86,0.75,0.75,0.93,0.93,0.84,0.71,0.91,0.91,0.93,0.92,0.92,0.74,0.85,0.48,Square_face_shape
0.79,0.75,0.66,0.77,0.62,0.59,0.89,0.78,0.78,0.93,0.9,0.87,0.69,0.93,0.93,0.92,0.93,0.88,0.64,0.79,0.5,Square_face_shape
0.88,0.85,0.76,0.79,0.55,0.54,0.89,0.94,0.88,0.93,0.91,0.84,0.62,0.98,0.99,0.95,0.99,0.9,0.8,0.78,0.34,Square_face_shape
0.81,0.74,0.69,0.81,0.52,0.55,0.84,0.9,0.86,0.94,0.97,0.84,0.63,0.97,0.96,0.95,0.97,0.92,0.84,0.84,0.33,Square_face_shape
0.93,0.89,0.78,0.76,0.57,0.6,0.81,0.81,0.75,0.89,0.96,0.84,0.68,0.95,0.94,0.93,0.95,0.93,0.8,0.87,0.41,Square_face_shape
0.78,0.71,0.76,0.76,0.62,0.63,0.84,0.78,0.72,0.87,0.91,0.83,0.7,0.93,0.95,0.94,0.95,0.86,0.77,0.94,0.47,Square_face_shape
0.81,0.75,0.71,0.89,0.64,0.69,0.91,0.74,0.76,0.95,0.91,0.78,0.72,0.92,0.91,0.9,0.91,0.85,0.62,0.75,0.57,Square_face_shape
0.88,0.84,0.74,0.82,0.52,0.52,0.92,0.96,0.94,0.98,0.93,0.86,0.6,0.96,0.98,0.97,0.98,0.91,0.71,0.86,0.32,Square_face_shape
0.77,0.7,0.62,0.78,0.63,0.63,0.86,0.74,0.74,0.92,0.92,0.85,0.72,0.92,0.91,0.89,0.92,0.85,0.73,0.79,0.54,Square_face_shape
0.87,0.81,0.77,0.85,0.54,0.58,0.88,0.9,0.88,0.95,0.95,0.81,0.63,0.96,0.97,0.95,0.97,0.92,0.93,0.82,0.36,Square_face_shape
0.87,0.8,0.91,0.94,0.5,0.61,0.86,0.93,0.92,0.98,0.99,0.75,0.62,0.97,0.97,0.98,0.98,0.94,0.88,0.86,0.29,Square_face_shape
0.78,0.72,0.63,0.74,0.58,0.55,0.87,0.86,0.81,0.92,0.92,0.89,0.66,0.95,0.96,0.92,0.96,0.88,0.8,0.85,0.41,Square_face_shape
0.86,0.82,0.75,0.75,0.53,0.51,0.86,0.93,0.88,0.92,0.93,0.89,0.62,0.96,0.98,0.98,0.98,0.9,0.86,0.9,0.3,Square_face_shape
0.87,0.82,0.79,0.75,0.6,0.59,0.85,0.83,0.76,0.88,0.91,0.85,0.67,0.94,0.96,0.97,0.96,0.89,0.83,0.89,0.42,Square_face_shape
0.92,0.88,0.79,0.76,0.66,0.65,0.86,0.75,0.69,0.88,0.89,0.83,0.73,0.92,0.94,0.91,0.94,0.86,0.86,0.84,0.5,Square_face_shape
0.89,0.88,0.78,0.84,0.64,0.68,0.87,0.75,0.74,0.91,0.92,0.79,0.72,0.93,0.92,0.9,0.93,0.86,0.67,0.75,0.54,Square_face_shape
0.89,0.86,0.74,0.82,0.59,0.62,0.86,0.81,0.79,0.92,0.94,0.82,0.68,0.94,0.95,0.91,0.95,0.93,0.87,0.84,0.46,Square_face_shape
0.84,0.78,0.81,0.88,0.5,0.56,0.87,0.96,0.93,0.97,0.97,0.79,0.6,0.98,0.98,0.97,0.99,0.92,0.92,0.9,0.27,Square_face_shape
0.84,0.76,0.88,0.82,0.55,0.57,0.87,0.88,0.85,0.93,0.94,0.82,0.64,0.96,0.96,0.97,0.97,0.92,0.8,0.84,0.3,Square_face_shape
0.78,0.72,0.65,0.79,0.52,0.52,0.87,0.93,0.9,0.95,0.95,0.87,0.61,0.97,0.97,0.93,0.98,0.91,0.9,0.9,0.3,Square_face_shape
0.91,0.88,0.78,0.81,0.63,0.67,0.84,0.77,0.72,0.89,0.92,0.79,0.71,0.94,0.94,0.93,0.94,0.92,0.7,0.87,0.53,Square_face_shape
0.87,0.79,0.79,0.81,0.56,0.56,0.89,0.9,0.86,0.94,0.92,0.84,0.63,0.95,0.98,0.96,0.97,0.9,0.72,0.79,0.35,Square_face_shape
0.87,0.83,0.68,0.77,0.56,0.54,0.88,0.86,0.85,0.95,0.94,0.89,0.65,0.94,0.94,0.93,0.95,0.93,0.81,0.88,0.38,Square_face_shape
0.9,0.88,0.69,0.77,0.69,0.66,0.89,0.71,0.69,0.9,0.88,0.84,0.75,0.91,0.91,0.88,0.91,0.85,0.78,0.79,0.6,Square_face_shape
0.88,0.82,0.78,0.82,0.57,0.63,0.83,0.81,0.76,0.9,0.96,0.8,0.68,0.94,0.94,0.95,0.95,0.9,0.88,0.88,0.41,Square_face_shape
0.9,0.82,0.88,0.9,0.53,0.63,0.84,0.88,0.85,0.94,0.98,0.75,0.65,0.96,0.96,0.96,0.97,0.91,0.89,0.84,0.34,Square_face_shape
0.82,0.75,0.8,0.79,0.55,0.59,0.82,0.88,0.79,0.89,0.95,0.82,0.65,0.96,0.97,0.96,0.98,0.88,0.83,0.91,0.34,Square_face_shape
0.83,0.79,0.7,0.86,0.6,0.62,0.93,0.81,0.83,0.97,0.91,0.81,0.68,0.93,0.94,0.91,0.94,0.86,0.83,0.78,0.45,Square_face_shape
0.9,0.85,0.8,0.84,0.56,0.58,0.89,0.88,0.86,0.95,0.93,0.81,0.64,0.95,0.98,0.94,0.97,0.91,0.75,0.86,0.39,Square_face_shape
0.83,0.79,0.74,0.81,0.53,0.53,0.91,0.94,0.92,0.96,0.92,0.86,0.61,0.97,0.99,0.95,0.99,0.92,0.68,0.83,0.34,Square_face_shape
0.95,0.93,0.87,0.8,0.65,0.66,0.88,0.78,0.72,0.9,0.88,0.81,0.72,0.93,0.94,0.93,0.95,0.86,0.84,0.84,0.5,Square_face_shape
0.85,0.81,0.66,0.7,0.7,0.6,0.9,0.71,0.69,0.89,0.87,0.92,0.75,0.88,0.91,0.9,0.9,0.88,0.67,0.89,0.55,Square_face_shape
0.83,0.81,0.79,0.75,0.69,0.67,0.86,0.74,0.67,0.85,0.87,0.82,0.75,0.92,0.94,0.91,0.94,0.87,0.86,0.86,0.54,Square_face_shape
0.88,0.83,0.87,0.77,0.71,0.68,0.89,0.71,0.68,0.88,0.86,0.82,0.75,0.9,0.93,0.93,0.92,0.85,0.7,0.79,0.55,Square_face_shape
0.93,0.9,0.95,0.91,0.73,0.79,0.92,0.72,0.68,0.89,0.85,0.71,0.76,0.93,0.93,0.91,0.94,0.8,0.65,0.75,0.6,Square_face_shape
0.92,0.88,0.86,0.82,0.68,0.7,0.88,0.74,0.69,0.89,0.88,0.78,0.74,0.93,0.93,0.9,0.94,0.86,0.67,0.76,0.55,Square_face_shape
0.91,0.88,0.8,0.77,0.65,0.62,0.89,0.78,0.74,0.9,0.88,0.85,0.71,0.93,0.94,0.91,0.95,0.88,0.67,0.8,0.48,Square_face_shape
0.87,0.82,0.88,0.84,0.75,0.76,0.91,0.7,0.65,0.87,0.84,0.75,0.78,0.91,0.92,0.9,0.93,0.84,0.69,0.74,0.62,Square_face_shape
0.88,0.87,0.9,0.8,0.8,0.8,0.89,0.65,0.6,0.85,0.83,0.76,0.82,0.88,0.9,0.88,0.92,0.87,0.65,0.77,0.71,Square_face_shape
0.87,0.79,0.83,0.82,0.68,0.71,0.87,0.71,0.68,0.89,0.89,0.78,0.76,0.9,0.93,0.91,0.92,0.88,0.57,0.78,0.6,Square_face_shape
0.84,0.78,0.76,0.79,0.69,0.69,0.89,0.7,0.68,0.9,0.89,0.82,0.76,0.89,0.91,0.9,0.91,0.87,0.63,0.83,0.59,Square_face_shape
0.87,0.82,0.79,0.83,0.82,0.89,0.85,0.58,0.56,0.84,0.86,0.73,0.88,0.85,0.86,0.86,0.86,0.81,0.58,0.74,0.84,Square_face_shape
