chin_angle_1,chin_angle_2,cheek_bone_angle,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,face_shape
0.89,0.91,0.83,0.96,0.8,0.92,0.88,0.9,0.87,0.93,0.92,0.83,0.87,0.97,0.96,0.91,0.88,0.74,0.75,0.85,Round_face_shape
0.95,0.96,0.88,1.0,0.8,0.92,0.92,0.95,0.9,0.94,0.9,0.81,0.85,1.0,0.99,0.93,0.84,0.76,0.76,0.79,Round_face_shape
0.88,0.85,0.76,0.93,0.81,0.87,0.92,0.88,0.89,0.96,0.92,0.89,0.88,0.96,0.94,0.9,0.84,0.68,0.65,0.86,Round_face_shape
0.87,0.88,0.75,0.84,0.83,0.85,0.87,0.86,0.83,0.91,0.91,0.93,0.9,0.94,0.93,0.86,0.89,0.8,0.72,0.88,Round_face_shape
0.92,0.93,0.88,0.91,0.8,0.86,0.9,0.89,0.88,0.94,0.92,0.89,0.87,0.94,0.95,0.91,0.91,0.77,0.78,0.78,Round_face_shape
0.93,0.91,0.79,0.89,0.82,0.91,0.84,0.84,0.82,0.9,0.93,0.87,0.9,0.93,0.91,0.89,0.89,0.83,0.81,0.88,Round_face_shape
0.92,0.91,0.77,0.88,0.8,0.82,0.92,0.92,0.9,0.94,0.9,0.92,0.85,0.96,0.96,0.93,0.89,0.75,0.75,0.79,Round_face_shape
0.86,0.87,0.84,0.86,0.89,0.93,0.88,0.81,0.78,0.9,0.89,0.89,0.94,0.95,0.91,0.85,0.86,0.88,0.69,0.85,Round_face_shape
0.91,0.87,0.83,0.98,0.81,0.94,0.88,0.84,0.87,0.95,0.94,0.83,0.9,0.93,0.93,0.92,0.88,0.73,0.71,0.88,Round_face_shape
0.9,0.89,0.84,0.85,0.85,0.84,0.92,0.9,0.84,0.91,0.87,0.92,0.88,0.96,0.97,0.96,0.82,0.81,0.79,0.76,Round_face_shape
0.88,0.85,0.76,0.9,0.84,0.88,0.9,0.84,0.85,0.94,0.9,0.89,0.9,0.93,0.92,0.91,0.88,0.85,0.66,0.87,Round_face_shape
0.92,0.89,0.79,0.89,0.83,0.91,0.87,0.86,0.83,0.91,0.91,0.87,0.9,0.94,0.94,0.91,0.85,0.78,0.71,0.88,Round_face_shape
0.89,0.88,0.79,0.91,0.82,0.87,0.9,0.9,0.87,0.93,0.9,0.88,0.87,0.98,0.96,0.91,0.84,0.71,0.79,0.83,Round_face_shape
1.0,1.0,0.99,0.92,0.76,0.87,0.86,0.93,0.88,0.92,0.94,0.85,0.85,0.97,0.98,0.96,0.9,0.89,0.71,0.72,Round_face_shape
0.88,0.85,0.68,0.88,0.8,0.83,0.9,0.88,0.89,0.94,0.92,0.92,0.87,0.95,0.92,0.88,0.91,0.68,0.75,0.91,Round_face_shape
0.92,0.91,0.79,0.91,0.77,0.82,0.91,0.94,0.93,0.96,0.92,0.9,0.84,0.97,0.96,0.91,0.89,0.73,0.76,0.8,Round_face_shape
0.92,0.9,0.8,0.95,0.8,0.9,0.89,0.9,0.88,0.93,0.92,0.85,0.87,0.96,0.96,0.93,0.89,0.85,0.64,0.84,Round_face_shape
0.85,0.86,0.72,0.87,0.83,0.83,0.91,0.92,0.87,0.92,0.89,0.92,0.87,0.97,0.97,0.89,0.84,0.66,0.79,0.87,Round_face_shape
0.88,0.87,0.74,0.91,0.82,0.88,0.9,0.87,0.87,0.94,0.92,0.89,0.89,0.95,0.93,0.89,0.87,0.69,0.75,0.88,Round_face_shape
0.88,0.87,0.77,0.88,0.81,0.84,0.9,0.87,0.87,0.94,0.92,0.92,0.89,0.95,0.92,0.86,0.93,0.85,0.66,0.83,Round_face_shape
0.91,0.91,0.79,0.94,0.77,0.86,0.88,0.88,0.9,0.96,0.95,0.88,0.87,0.94,0.93,0.88,0.94,0.82,0.68,0.82,Round_face_shape
0.9,0.86,0.78,0.95,0.83,0.92,0.9,0.86,0.85,0.94,0.91,0.85,0.9,0.95,0.93,0.92,0.84,0.77,0.69,0.87,Round_face_shape
0.89,0.9,0.81,0.92,0.82,0.87,0.92,0.9,0.88,0.94,0.9,0.88,0.87,0.96,0.95,0.91,0.88,0.83,0.68,0.82,Round_face_shape
0.9,0.88,0.73,0.87,0.8,0.82,0.89,0.88,0.88,0.94,0.92,0.93,0.87,0.92,0.93,0.91,0.91,0.78,0.73,0.85,Round_face_shape
0.89,0.89,0.74,0.83,0.81,0.79,0.9,0.92,0.88,0.93,0.9,0.96,0.87,0.97,0.94,0.87,0.95,0.83,0.67,0.81,Round_face_shape
0.9,0.89,0.76,0.92,0.8,0.87,0.9,0.92,0.88,0.94,0.91,0.87,0.87,0.97,0.96,0.9,0.88,0.79,0.69,0.84,Round_face_shape
0.93,0.9,0.82,0.93,0.8,0.89,0.88,0.89,0.87,0.93,0.92,0.86,0.88,0.96,0.95,0.93,0.86,0.71,0.71,0.85,Round_face_shape
0.92,0.9,0.78,0.87,0.82,0.82,0.92,0.92,0.89,0.94,0.89,0.93,0.86,0.97,0.95,0.92,0.89,0.8,0.7,0.79,Round_face_shape
0.92,0.91,0.8,0.96,0.79,0.89,0.9,0.9,0.89,0.94,0.92,0.85,0.87,0.97,0.96,0.92,0.88,0.84,0.62,0.83,Round_face_shape
0.92,0.92,0.84,0.86,0.81,0.8,0.92,0.95,0.89,0.93,0.88,0.92,0.85,0.98,0.99,0.96,0.87,0.76,0.68,0.78,Round_face_shape
0.88,0.89,0.79,0.88,0.82,0.85,0.89,0.9,0.87,0.92,0.91,0.9,0.87,0.95,0.95,0.9,0.89,0.79,0.66,0.86,Round_face_shape
0.88,0.85,0.85,0.91,0.86,0.92,0.89,0.81,0.82,0.93,0.91,0.88,0.92,0.91,0.92,0.9,0.89,0.92,0.6,0.85,Round_face_shape
0.86,0.82,0.73,0.9,0.82,0.86,0.9,0.86,0.88,0.95,0.92,0.91,0.89,0.94,0.92,0.88,0.88,0.75,0.71,0.88,Round_face_shape
0.95,0.94,0.91,0.94,0.83,0.9,0.92,0.92,0.87,0.93,0.88,0.85,0.87,0.97,0.99,0.95,0.84,0.83,0.64,0.79,Round_face_shape
0.91,0.89,0.8,0.92,0.78,0.81,0.93,0.92,0.94,0.98,0.92,0.92,0.85,0.95,0.95,0.92,0.9,0.68,0.67,0.8,Round_face_shape
0.98,0.96,0.9,0.93,0.78,0.86,0.88,0.92,0.89,0.93,0.92,0.86,0.85,0.96,0.97,0.96,0.88,0.87,0.67,0.75,Round_face_shape
0.86,0.82,0.66,0.88,0.82,0.87,0.87,0.83,0.84,0.93,0.93,0.9,0.9,0.92,0.9,0.87,0.95,0.83,0.68,0.9,Round_face_shape
0.89,0.84,0.73,0.85,0.85,0.86,0.88,0.84,0.83,0.91,0.9,0.92,0.9,0.94,0.92,0.85,0.91,0.84,0.83,0.83,Round_face_shape
0.85,0.82,0.75,0.84,0.92,0.85,0.96,0.88,0.82,0.91,0.83,0.93,0.91,0.96,0.96,0.94,0.76,0.6,0.95,0.85,Round_face_shape
0.96,0.93,0.92,0.96,0.77,0.82,0.95,0.95,0.98,0.99,0.9,0.88,0.83,0.97,0.98,0.99,0.8,0.67,0.89,0.68,Round_face_shape
0.94,0.9,0.94,0.91,0.85,0.85,0.95,0.9,0.89,0.95,0.87,0.9,0.88,0.96,0.97,0.97,0.8,0.67,0.89,0.71,Round_face_shape
0.93,0.92,0.77,0.88,0.78,0.77,0.94,0.95,0.95,0.96,0.9,0.94,0.83,0.97,0.95,0.93,0.88,0.65,0.86,0.78,Round_face_shape
0.92,0.88,0.77,0.85,0.86,0.8,0.97,0.92,0.89,0.94,0.85,0.95,0.87,0.97,0.96,0.91,0.8,0.62,0.91,0.82,Round_face_shape
0.91,0.89,0.85,0.99,0.79,0.89,0.94,0.92,0.93,0.98,0.91,0.85,0.86,0.96,0.95,0.95,0.83,0.69,0.85,0.76,Round_face_shape
0.92,0.89,0.76,0.93,0.8,0.82,0.95,0.95,0.94,0.97,0.89,0.9,0.84,0.98,0.96,0.94,0.82,0.65,0.83,0.79,Round_face_shape
0.92,0.9,0.81,0.93,0.81,0.83,0.97,0.9,0.94,0.98,0.88,0.9,0.85,0.94,0.96,0.94,0.86,0.69,0.83,0.8,Round_face_shape
0.9,0.88,0.75,0.93,0.79,0.81,0.95,0.93,0.95,0.98,0.9,0.9,0.84,0.96,0.95,0.91,0.86,0.65,0.95,0.77,Round_face_shape
0.89,0.86,0.84,0.9,0.86,0.86,0.96,0.88,0.88,0.96,0.87,0.91,0.89,0.95,0.95,0.92,0.8,0.69,0.78,0.79,Round_face_shape
0.88,0.86,0.8,0.8,0.9,0.79,0.97,0.9,0.85,0.92,0.83,0.98,0.88,0.97,0.98,0.97,0.78,0.54,0.81,0.83,Square_face_shape
0.86,0.82,0.82,0.81,0.93,0.82,0.98,0.86,0.83,0.93,0.83,0.98,0.91,0.94,0.97,0.98,0.82,0.54,0.72,0.85,Square_face_shape
0.87,0.85,0.7,0.9,0.82,0.81,0.96,0.94,0.93,0.96,0.87,0.92,0.85,0.97,0.98,0.95,0.81,0.55,0.82,0.85,Square_face_shape
0.84,0.81,0.66,0.92,0.84,0.85,0.96,0.86,0.9,0.99,0.89,0.92,0.89,0.94,0.91,0.87,0.86,0.59,0.76,0.9,Square_face_shape
0.92,0.88,0.81,0.9,0.86,0.84,0.97,0.89,0.9,0.96,0.86,0.92,0.88,0.94,0.97,0.96,0.83,0.62,0.72,0.84,Square_face_shape
0.86,0.84,0.78,0.85,0.89,0.82,0.98,0.9,0.87,0.94,0.84,0.95,0.88,0.97,0.97,0.94,0.77,0.54,0.86,0.82,Square_face_shape
0.87,0.85,0.75,0.85,0.9,0.83,0.97,0.93,0.85,0.92,0.83,0.93,0.88,0.99,0.97,0.93,0.75,0.5,0.87,0.87,Square_face_shape
0.98,0.97,0.91,0.89,0.77,0.8,0.91,0.96,0.94,0.94,0.91,0.91,0.83,0.98,0.99,0.99,0.89,0.76,0.67,0.72,Square_face_shape
0.83,0.81,0.73,0.82,0.85,0.82,0.91,0.87,0.84,0.92,0.89,0.96,0.9,0.95,0.92,0.88,0.86,0.78,0.72,0.82,Square_face_shape
0.89,0.87,0.79,0.85,0.84,0.87,0.88,0.86,0.82,0.9,0.9,0.91,0.9,0.94,0.94,0.92,0.86,0.79,0.67,0.87,Square_face_shape
0.91,0.9,0.77,0.89,0.82,0.82,0.94,0.92,0.9,0.95,0.88,0.92,0.86,0.96,0.97,0.94,0.86,0.72,0.7,0.83,Square_face_shape
0.99,1.0,0.87,1.0,0.73,0.86,0.89,0.96,0.96,0.97,0.95,0.84,0.82,0.98,0.97,0.94,0.89,0.81,0.69,0.76,Square_face_shape
0.96,0.95,0.92,0.94,0.76,0.88,0.87,0.9,0.89,0.94,0.95,0.86,0.86,0.96,0.95,0.92,0.92,0.82,0.65,0.76,Square_face_shape
0.89,0.88,0.71,0.91,0.77,0.84,0.89,0.89,0.9,0.95,0.93,0.89,0.85,0.94,0.94,0.89,0.94,0.87,0.65,0.85,Square_face_shape
0.91,0.89,0.75,0.84,0.82,0.8,0.9,0.92,0.88,0.92,0.89,0.94,0.86,0.96,0.96,0.93,0.87,0.73,0.71,0.84,Square_face_shape
0.92,0.89,0.86,0.9,0.82,0.89,0.88,0.86,0.84,0.92,0.92,0.88,0.89,0.93,0.94,0.93,0.9,0.85,0.69,0.81,Square_face_shape
0.89,0.85,0.76,0.88,0.82,0.85,0.89,0.87,0.85,0.93,0.91,0.91,0.88,0.94,0.94,0.92,0.87,0.73,0.71,0.87,Square_face_shape
0.9,0.91,0.78,0.87,0.77,0.82,0.86,0.92,0.88,0.92,0.93,0.92,0.86,0.96,0.95,0.88,0.94,0.89,0.63,0.81,Square_face_shape
0.88,0.87,0.72,0.92,0.81,0.88,0.89,0.87,0.87,0.94,0.92,0.88,0.88,0.94,0.93,0.88,0.9,0.88,0.67,0.86,Square_face_shape
0.86,0.84,0.72,0.86,0.83,0.87,0.87,0.83,0.83,0.92,0.92,0.91,0.9,0.92,0.91,0.87,0.93,0.83,0.69,0.89,Square_face_shape
0.93,0.88,0.77,0.86,0.79,0.79,0.91,0.92,0.9,0.94,0.9,0.94,0.85,0.94,0.97,0.97,0.9,0.73,0.68,0.81,Square_face_shape
0.93,0.89,0.84,0.87,0.82,0.83,0.92,0.88,0.88,0.94,0.89,0.93,0.87,0.93,0.96,0.97,0.89,0.71,0.7,0.82,Square_face_shape
0.92,0.92,0.79,0.88,0.8,0.82,0.91,0.95,0.9,0.93,0.89,0.9,0.84,0.98,0.99,0.94,0.87,0.78,0.67,0.82,Square_face_shape
0.96,0.92,0.9,0.92,0.84,0.9,0.91,0.88,0.85,0.92,0.89,0.87,0.89,0.95,0.96,0.95,0.84,0.84,0.69,0.8,Square_face_shape
0.97,0.96,0.92,0.94,0.79,0.82,0.95,0.96,0.95,0.97,0.89,0.89,0.84,0.96,1.0,1.0,0.85,0.7,0.65,0.76,Square_face_shape
1.0,0.99,0.91,0.9,0.76,0.79,0.92,1.0,0.95,0.95,0.91,0.91,0.82,0.99,1.0,0.99,0.87,0.76,0.67,0.71,Square_face_shape
0.9,0.9,0.75,0.92,0.79,0.86,0.89,0.89,0.89,0.94,0.92,0.88,0.87,0.96,0.94,0.89,0.93,0.91,0.61,0.82,Square_face_shape
0.91,0.9,0.83,0.88,0.85,0.87,0.91,0.88,0.84,0.92,0.89,0.9,0.9,0.96,0.95,0.91,0.85,0.81,0.64,0.82,Square_face_shape
0.92,0.89,0.81,0.85,0.86,0.84,0.92,0.89,0.84,0.91,0.86,0.92,0.88,0.95,0.97,0.96,0.85,0.77,0.71,0.82,Square_face_shape
0.86,0.86,0.74,0.89,0.82,0.91,0.85,0.84,0.82,0.9,0.93,0.87,0.91,0.95,0.92,0.87,0.88,0.88,0.72,0.87,Square_face_shape
0.87,0.84,0.73,0.87,0.81,0.83,0.9,0.87,0.88,0.95,0.92,0.93,0.88,0.93,0.93,0.9,0.89,0.67,0.74,0.88,Square_face_shape
0.86,0.84,0.73,0.86,0.84,0.82,0.93,0.88,0.88,0.94,0.89,0.94,0.88,0.94,0.94,0.92,0.86,0.66,0.75,0.86,Square_face_shape
0.87,0.87,0.72,0.84,0.84,0.86,0.86,0.86,0.82,0.9,0.91,0.92,0.9,0.96,0.91,0.84,0.91,0.9,0.72,0.84,Square_face_shape
0.88,0.87,0.73,0.88,0.8,0.77,0.96,0.93,0.95,0.98,0.89,0.96,0.85,0.95,0.96,0.93,0.89,0.63,0.67,0.84,Square_face_shape
0.88,0.82,0.69,0.84,0.87,0.85,0.91,0.84,0.82,0.91,0.88,0.94,0.91,0.94,0.93,0.92,0.85,0.66,0.65,0.94,Square_face_shape
0.87,0.82,0.68,0.85,0.86,0.87,0.89,0.82,0.82,0.91,0.89,0.92,0.91,0.93,0.91,0.91,0.87,0.73,0.73,0.93,Square_face_shape
0.97,0.96,0.97,0.94,0.82,0.95,0.86,0.87,0.83,0.9,0.92,0.83,0.89,0.94,0.97,0.96,0.87,0.95,0.62,0.77,Square_face_shape
0.88,0.86,0.73,0.88,0.83,0.85,0.91,0.89,0.87,0.93,0.9,0.9,0.88,0.96,0.95,0.92,0.89,0.7,0.63,0.9,Square_face_shape
0.84,0.84,0.71,0.81,0.84,0.82,0.88,0.89,0.83,0.89,0.88,0.94,0.88,0.95,0.95,0.91,0.87,0.75,0.76,0.86,Square_face_shape
0.96,0.95,0.91,0.93,0.82,0.88,0.92,0.93,0.88,0.93,0.89,0.86,0.86,0.97,0.99,0.96,0.84,0.82,0.67,0.78,Square_face_shape
0.9,0.86,0.78,0.87,0.79,0.83,0.88,0.88,0.88,0.94,0.92,0.92,0.87,0.93,0.94,0.94,0.9,0.67,0.75,0.85,Square_face_shape
0.86,0.84,0.7,0.87,0.79,0.8,0.92,0.88,0.91,0.96,0.92,0.95,0.87,0.93,0.93,0.9,0.92,0.65,0.7,0.88,Square_face_shape
0.93,0.91,0.76,0.87,0.8,0.81,0.91,0.93,0.9,0.93,0.9,0.92,0.85,0.96,0.97,0.95,0.88,0.81,0.62,0.8,Square_face_shape
0.89,0.85,0.71,0.87,0.82,0.86,0.88,0.86,0.84,0.92,0.91,0.9,0.89,0.94,0.93,0.91,0.89,0.79,0.67,0.89,Square_face_shape
0.93,0.87,0.82,0.83,0.87,0.88,0.87,0.81,0.79,0.89,0.89,0.92,0.92,0.92,0.92,0.92,0.88,0.79,0.69,0.87,Square_face_shape
0.87,0.84,0.74,0.81,0.87,0.85,0.88,0.87,0.79,0.88,0.88,0.92,0.9,0.95,0.95,0.91,0.84,0.72,0.8,0.9,Square_face_shape
0.95,0.91,0.74,0.95,0.74,0.8,0.92,0.94,0.99,1.0,0.94,0.9,0.82,0.95,0.96,0.95,0.91,0.64,0.63,0.84,Square_face_shape
0.86,0.83,0.75,0.87,0.82,0.83,0.91,0.87,0.88,0.94,0.91,0.93,0.88,0.93,0.93,0.92,0.89,0.66,0.71,0.86,Square_face_shape
0.85,0.82,0.66,0.89,0.84,0.86,0.9,0.84,0.85,0.94,0.91,0.91,0.9,0.92,0.92,0.88,0.88,0.76,0.7,0.93,Square_face_shape
0.92,0.92,0.84,0.92,0.8,0.87,0.9,0.89,0.88,0.94,0.91,0.87,0.87,0.95,0.95,0.91,0.9,0.94,0.66,0.78,Square_face_shape
0.98,0.95,0.91,0.97,0.79,0.91,0.88,0.89,0.89,0.94,0.93,0.83,0.87,0.95,0.96,0.96,0.88,0.84,0.66,0.79,Square_face_shape
0.85,0.82,0.63,0.84,0.83,0.82,0.9,0.88,0.87,0.92,0.89,0.94,0.87,0.94,0.93,0.9,0.89,0.75,0.74,0.91,Square_face_shape
0.87,0.86,0.81,0.83,0.85,0.84,0.89,0.86,0.83,0.91,0.89,0.94,0.9,0.93,0.94,0.9,0.88,0.82,0.74,0.81,Square_face_shape
0.9,0.88,0.82,0.82,0.86,0.84,0.89,0.87,0.82,0.89,0.88,0.94,0.89,0.94,0.97,0.94,0.87,0.83,0.69,0.82,Square_face_shape
0.93,0.91,0.83,0.84,0.85,0.85,0.89,0.87,0.83,0.9,0.89,0.92,0.89,0.94,0.95,0.93,0.89,0.86,0.68,0.82,Square_face_shape
0.89,0.9,0.81,0.89,0.79,0.82,0.91,0.92,0.9,0.95,0.92,0.92,0.86,0.96,0.96,0.9,0.86,0.72,0.65,0.83,Square_face_shape
0.8,0.74,0.65,0.82,0.91,0.89,0.88,0.76,0.77,0.9,0.89,0.94,0.96,0.91,0.86,0.84,0.93,0.81,0.74,0.92,Square_face_shape
0.92,0.91,0.82,0.92,0.82,0.9,0.89,0.88,0.85,0.92,0.91,0.86,0.88,0.94,0.95,0.93,0.87,0.87,0.74,0.82,Square_face_shape
0.92,0.87,0.89,0.85,0.89,0.85,0.94,0.87,0.83,0.91,0.85,0.93,0.9,0.94,0.97,1.0,0.82,0.75,0.63,0.8,Square_face_shape
0.85,0.83,0.66,0.87,0.82,0.86,0.88,0.86,0.84,0.92,0.92,0.9,0.89,0.93,0.92,0.87,0.93,0.83,0.71,0.9,Square_face_shape
0.94,0.92,0.81,0.85,0.82,0.82,0.9,0.89,0.87,0.92,0.89,0.93,0.87,0.95,0.97,0.96,0.84,0.71,0.7,0.84,Square_face_shape
0.89,0.88,0.77,0.87,0.83,0.83,0.91,0.9,0.87,0.93,0.89,0.92,0.87,0.97,0.97,0.93,0.86,0.7,0.63,0.85,Square_face_shape
0.87,0.84,0.73,0.84,0.81,0.8,0.89,0.87,0.87,0.93,0.91,0.96,0.88,0.92,0.92,0.9,0.93,0.72,0.74,0.86,Square_face_shape
0.86,0.87,0.71,0.84,0.8,0.79,0.9,0.9,0.88,0.93,0.91,0.96,0.86,0.95,0.94,0.88,0.91,0.8,0.67,0.83,Square_face_shape
0.92,0.88,0.82,0.86,0.86,0.9,0.87,0.83,0.79,0.89,0.9,0.89,0.92,0.93,0.93,0.92,0.88,0.84,0.69,0.87,Square_face_shape
0.95,0.93,0.88,0.91,0.84,0.91,0.89,0.88,0.83,0.9,0.89,0.86,0.89,0.95,0.96,0.96,0.84,0.87,0.7,0.81,Square_face_shape
0.88,0.85,0.85,0.84,0.92,0.92,0.9,0.81,0.77,0.89,0.87,0.9,0.95,0.93,0.94,0.91,0.81,0.79,0.73,0.87,Square_face_shape
0.9,0.88,0.73,0.94,0.79,0.89,0.88,0.86,0.88,0.95,0.95,0.87,0.88,0.94,0.91,0.87,0.94,0.86,0.67,0.86,Square_face_shape
0.91,0.92,0.81,0.93,0.8,0.84,0.93,0.93,0.91,0.96,0.9,0.89,0.86,0.96,0.97,0.92,0.86,0.74,0.71,0.81,Square_face_shape
0.9,0.9,0.77,0.9,0.79,0.82,0.92,0.92,0.91,0.96,0.91,0.92,0.86,0.96,0.96,0.91,0.89,0.64,0.69,0.84,Square_face_shape
0.94,0.96,0.9,0.86,0.85,0.84,0.92,0.93,0.85,0.92,0.87,0.91,0.87,0.97,0.98,0.93,0.82,0.89,0.68,0.76,Square_face_shape
0.87,0.81,0.66,0.84,0.84,0.79,0.94,0.87,0.88,0.94,0.88,0.97,0.88,0.93,0.92,0.92,0.84,0.61,0.9,0.88,Square_face_shape
0.91,0.87,0.78,0.86,0.89,0.9,0.9,0.82,0.8,0.9,0.87,0.9,0.92,0.92,0.92,0.92,0.85,0.91,0.88,0.8,Square_face_shape
0.92,0.84,0.86,0.84,0.91,0.83,0.97,0.86,0.84,0.93,0.84,0.95,0.91,0.94,0.95,1.0,0.79,0.7,0.73,0.76,Square_face_shape
0.89,0.86,0.97,0.84,0.9,0.81,0.99,0.9,0.87,0.95,0.83,0.96,0.89,0.96,0.99,0.99,0.76,0.6,0.76,0.71,Square_face_shape
0.89,0.87,0.88,0.85,0.92,0.83,0.99,0.89,0.85,0.93,0.82,0.94,0.9,0.96,0.98,0.96,0.75,0.7,0.73,0.79,Square_face_shape
0.89,0.85,0.83,0.82,0.91,0.8,0.99,0.89,0.85,0.93,0.82,0.98,0.89,0.96,0.97,0.96,0.78,0.65,0.74,0.8,Square_face_shape
0.9,0.89,0.92,0.87,0.94,0.88,0.98,0.87,0.83,0.93,0.82,0.91,0.92,0.95,0.97,0.96,0.71,0.72,0.79,0.79,Square_face_shape
0.91,0.9,0.91,0.84,0.9,0.82,0.97,0.89,0.85,0.93,0.83,0.95,0.89,0.95,0.99,1.0,0.78,0.67,0.74,0.76,Square_face_shape
0.84,0.79,0.76,0.85,0.9,0.84,0.97,0.84,0.85,0.95,0.85,0.96,0.91,0.95,0.93,0.93,0.77,0.56,0.75,0.86,Square_face_shape
0.92,0.87,0.78,0.89,0.86,0.84,0.96,0.88,0.88,0.95,0.86,0.92,0.88,0.94,0.97,0.97,0.83,0.62,0.72,0.85,Square_face_shape
0.91,0.88,0.83,0.9,0.84,0.84,0.94,0.93,0.89,0.95,0.88,0.91,0.87,0.96,0.97,0.94,0.81,0.61,0.78,0.85,Square_face_shape
